OBJECTID,tipo_muestra,longitude,latitude,Departamento,Municipio,tecnica_medicion,Li_ppm2,Cu_ppm2,Co_ppm2,Ni_ppm2,La_ppm2,Ce_ppm2,Pr_ppm2,Nd_ppm2,Sm_ppm2,Eu_ppm2,Gd_ppm2,Tb_ppm2,Dy_ppm2,Ho_ppm2,Er_ppm2,Tm_ppm2,Yb_ppm2,Lu_ppm2,Sc_ppm2,Y_ppm2
22598,R: Roca,-73.79057942,8.909539396,CESAR,TAMALAMEQUE,Plasma (ICP),10,0.8,1.7,1.7,40.3,63.5,,,,,,,,,,,,,2.2,19.2
22600,R: Roca,-73.79057941,8.909557479,CESAR,TAMALAMEQUE,Plasma (ICP),9,1.5,3.1,3,29.3,53.6,,,,,,,,,,,,,2,23.7
22602,R: Roca,-73.7905794,8.90956652,CESAR,TAMALAMEQUE,Plasma (ICP),5,9.2,8.2,1.5,25.8,54.8,,,,,,,,,,,,,3.6,26.6
22605,R: Roca,-73.7905794,8.90956652,CESAR,TAMALAMEQUE,Plasma (ICP),4,7.1,0.7,2.3,29.3,53.9,,,,,,,,,,,,,6.3,15.2
22607,R: Roca,-73.7905794,8.90956652,CESAR,TAMALAMEQUE,Plasma (ICP),8,21.4,7.7,2.5,24.2,51,,,,,,,,,,,,,13.2,19.5
22609,R: Roca,-73.7904976,8.909530291,CESAR,TAMALAMEQUE,Plasma (ICP),25,9.5,56.2,13.3,30.1,52.5,,,,,,,,,,,,,28.5,35.3
22611,R: Roca,-73.7904976,8.909530291,CESAR,TAMALAMEQUE,Plasma (ICP),19,9.7,42,12.7,36.2,69.7,,,,,,,,,,,,,30.7,52.9
22613,R: Roca,-73.7904976,8.909530291,CESAR,TAMALAMEQUE,Plasma (ICP),10,10.9,45.1,10.1,12.8,28.2,,,,,,,,,,,,,13.4,21.1
22615,R: Roca,-73.7904976,8.909530291,CESAR,TAMALAMEQUE,Plasma (ICP),8,12.4,20.6,7,25.8,45.6,,,,,,,,,,,,,22.7,32.3
22617,R: Roca,-73.79049759,8.909548374,CESAR,TAMALAMEQUE,Plasma (ICP),6,5.2,9.3,5.5,28.6,57.1,,,,,,,,,,,,,6.1,15.4
22619,R: Roca,-73.79057941,8.909557479,CESAR,TAMALAMEQUE,Plasma (ICP),5,7.4,9.2,4,33.3,59.5,,,,,,,,,,,,,6.3,15.4
22621,R: Roca,-73.7905794,8.90956652,CESAR,TAMALAMEQUE,Plasma (ICP),6,5.9,2.1,2.7,23.2,46.1,,,,,,,,,,,,,6.9,15.1
22623,R: Roca,-73.79051574,8.909584554,CESAR,TAMALAMEQUE,Plasma (ICP),6,4.3,3.2,5.4,20.6,37.8,,,,,,,,,,,,,5.3,8.6
22626,R: Roca,-73.79052482,8.909602644,CESAR,TAMALAMEQUE,Plasma (ICP),5,5.7,6.9,4,23.8,50.1,,,,,,,,,,,,,7,17.5
22628,R: Roca,-73.79052482,8.909602644,CESAR,TAMALAMEQUE,Plasma (ICP),5,4.9,5.6,4.3,23.2,44.5,,,,,,,,,,,,,7.1,17.9
22630,R: Roca,-73.79052482,8.909611685,CESAR,TAMALAMEQUE,Plasma (ICP),6,9.6,8,4.1,27.7,48.8,,,,,,,,,,,,,7.4,19.9
22632,R: Roca,-73.79053389,8.909629775,CESAR,TAMALAMEQUE,Plasma (ICP),6,7.9,5.4,4.5,23.8,52,,,,,,,,,,,,,7.6,17.6
22634,R: Roca,-73.79053389,8.909638816,CESAR,TAMALAMEQUE,Plasma (ICP),5,10.2,6.2,6.1,31.7,53.9,,,,,,,,,,,,,7.8,19.9
22636,R: Roca,-73.79054296,8.909656906,CESAR,TAMALAMEQUE,Plasma (ICP),4,4.2,4.4,5.5,21.4,43.2,,,,,,,,,,,,,6.5,14.4
22638,R: Roca,-73.79054295,8.909674989,CESAR,TAMALAMEQUE,Plasma (ICP),5,10,4.6,4.2,23.6,49,,,,,,,,,,,,,7.9,17.4
22640,R: Roca,-73.79055203,8.909693079,CESAR,TAMALAMEQUE,Plasma (ICP),5,9.5,3.9,4.1,21.5,41.1,,,,,,,,,,,,,6.3,12.8
22642,R: Roca,-73.79055201,8.909720203,CESAR,TAMALAMEQUE,Plasma (ICP),4,5.5,3.6,4.5,23.2,48.2,,,,,,,,,,,,,6.7,11.3
22644,R: Roca,-73.790552,8.909729244,CESAR,TAMALAMEQUE,Plasma (ICP),6,6.1,5.5,2.7,21.4,49.4,,,,,,,,,,,,,7.7,16.3
22647,R: Roca,-73.79055199,8.909738286,CESAR,TAMALAMEQUE,Plasma (ICP),5,6.1,5.7,4.7,26.8,54.5,,,,,,,,,,,,,7.7,15.5
22649,R: Roca,-73.79056108,8.909747334,CESAR,TAMALAMEQUE,Plasma (ICP),4,4.7,4.9,4.9,37.9,65.8,,,,,,,,,,,,,7,17.7
22651,R: Roca,-73.79057016,8.909765424,CESAR,TAMALAMEQUE,Plasma (ICP),4,4.2,3.6,2.7,34.5,55.1,,,,,,,,,,,,,8.3,19.9
22653,R: Roca,-73.79057016,8.909765424,CESAR,TAMALAMEQUE,Plasma (ICP),5,7,6,5.3,48.4,74.1,,,,,,,,,,,,,7.8,29.5
22655,R: Roca,-73.79057923,8.909783514,CESAR,TAMALAMEQUE,Plasma (ICP),3,4.6,2.4,2.9,38.7,63.6,,,,,,,,,,,,,7.3,19.3
22657,R: Roca,-73.79057922,8.909801597,CESAR,TAMALAMEQUE,Plasma (ICP),5,4.3,4.7,4.3,36.5,67.4,,,,,,,,,,,,,8.5,20.7
22659,R: Roca,-73.7905792,8.909828721,CESAR,TAMALAMEQUE,Plasma (ICP),4,3.4,1.4,1.9,29,51.5,,,,,,,,,,,,,7.7,17.6
22661,R: Roca,-73.79058828,8.909846811,CESAR,TAMALAMEQUE,Plasma (ICP),4,3.3,4.7,2.2,36.5,71.4,,,,,,,,,,,,,7.5,23.9
22663,R: Roca,-73.79058827,8.909855852,CESAR,TAMALAMEQUE,Plasma (ICP),4,6,4.9,5.3,30.2,64.3,,,,,,,,,,,,,7.8,20.6
22665,R: Roca,-73.79058826,8.909864894,CESAR,TAMALAMEQUE,Plasma (ICP),4,4.9,2.5,5.1,38.4,68.8,,,,,,,,,,,,,7.2,22.9
22668,R: Roca,-73.79060644,8.909873949,CESAR,TAMALAMEQUE,Plasma (ICP),4,5.4,3.7,2.6,31.8,63,,,,,,,,,,,,,7.8,21.4
22670,R: Roca,-73.79061569,8.909666004,CESAR,TAMALAMEQUE,Plasma (ICP),7,1.3,3.5,1.7,34.3,69.7,,,,,,,,,,,,,3.1,19.4
22672,R: Roca,-73.79055203,8.909693079,CESAR,TAMALAMEQUE,Plasma (ICP),9,2.9,1.8,2.9,18.7,36.7,,,,,,,,,,,,,3.1,22.7
22674,R: Roca,-73.79063384,8.909711225,CESAR,TAMALAMEQUE,Plasma (ICP),6,4.6,3.4,1.7,19.9,42.1,,,,,,,,,,,,,2.8,20.6
22676,R: Roca,-73.79062471,8.909756425,CESAR,TAMALAMEQUE,Plasma (ICP),8,14.1,36.8,7.5,17.5,39.6,,,,,,,,,,,,,23.8,15.8
22678,R: Roca,-73.79062471,8.909756425,CESAR,TAMALAMEQUE,Plasma (ICP),8,16.4,36.1,7.1,13.3,31.6,,,,,,,,,,,,,22.8,13.8
22680,R: Roca,-73.79056108,8.909747334,CESAR,TAMALAMEQUE,Plasma (ICP),5,10,14.5,1.9,18.1,46.2,,,,,,,,,,,,,7.6,13.4
22682,R: Roca,-73.79056108,8.909747334,CESAR,TAMALAMEQUE,Plasma (ICP),13,4.2,7.7,1.3,15.6,76,,,,,,,,,,,,,2.5,12.6
22684,R: Roca,-73.79057923,8.909783514,CESAR,TAMALAMEQUE,Plasma (ICP),13,3.5,5.4,3.4,27,48.7,,,,,,,,,,,,,2.7,15.7
22686,R: Roca,-73.79053389,8.909638816,CESAR,TAMALAMEQUE,Plasma (ICP),6,2.1,4.8,2.1,53.7,76.7,,,,,,,,,,,,,8.8,23.2
22689,R: Roca,-73.7905066,8.909647837,CESAR,TAMALAMEQUE,Plasma (ICP),5,5.4,6.5,2.2,55.9,89.4,,,,,,,,,,,,,8.7,28.7
22691,R: Roca,-73.79045218,8.909485049,CESAR,TAMALAMEQUE,Plasma (ICP),2,11.7,2.3,5.3,105.6,129.9,,,,,,,,,,,,,14.5,45.6
22693,R: Roca,-73.79047035,8.909503146,CESAR,TAMALAMEQUE,Plasma (ICP),2,12.6,7.9,2.9,68.9,89.8,,,,,,,,,,,,,11.1,37.5
22695,R: Roca,-73.7931468,8.905111076,CESAR,TAMALAMEQUE,Plasma (ICP),5,37.6,3.8,10.2,39.7,95.3,,,,,,,,,,,,,10,9.3
22697,R: Roca,-73.7931377,8.90512011,CESAR,TAMALAMEQUE,Plasma (ICP),5,31.5,4.8,7.5,45.1,94.5,,,,,,,,,,,,,10.3,10.1
22699,R: Roca,-73.7931195,8.905138179,CESAR,TAMALAMEQUE,Plasma (ICP),5,16.3,3.8,9,41.7,87.4,,,,,,,,,,,,,9.8,9.7
22701,R: Roca,-73.79311039,8.905165297,CESAR,TAMALAMEQUE,Plasma (ICP),6,14.8,5.6,4.9,43.3,78.8,,,,,,,,,,,,,10.4,11.6
22703,R: Roca,-73.79310129,8.905174331,CESAR,TAMALAMEQUE,Plasma (ICP),5,22.9,10.3,4.1,44.6,99.3,,,,,,,,,,,,,10.3,16.6
22705,R: Roca,-73.79311947,8.905183386,CESAR,TAMALAMEQUE,Plasma (ICP),5,20.4,11.3,5.4,40.8,83.4,,,,,,,,,,,,,10.4,20.7
22707,R: Roca,-73.79322851,8.905264842,CESAR,TAMALAMEQUE,Plasma (ICP),3,261,4,2.8,32,61.5,,,,,,,,,,,,,14.8,33.6
22711,R: Roca,-73.79322851,8.905264842,CESAR,TAMALAMEQUE,Plasma (ICP),3,347.6,3.9,4.4,32.9,66.8,,,,,,,,,,,,,14.7,39.7
22713,R: Roca,-73.79322851,8.905264842,CESAR,TAMALAMEQUE,Plasma (ICP),3,519.1,18.7,5.3,51.6,91.9,,,,,,,,,,,,,13.3,31.3
22715,R: Roca,-73.79315574,8.905309994,CESAR,TAMALAMEQUE,Plasma (ICP),3,372.7,6.7,4.1,34.7,72.3,,,,,,,,,,,,,14.2,26.6
22717,R: Roca,-73.79324665,8.905319105,CESAR,TAMALAMEQUE,Plasma (ICP),3,275,15.6,3.8,31.4,62.6,,,,,,,,,,,,,12.7,26.5
22719,R: Roca,-73.79324665,8.905319105,CESAR,TAMALAMEQUE,Plasma (ICP),3,289.9,14.5,3.6,30.8,63.6,,,,,,,,,,,,,12.5,25.4
22721,R: Roca,-73.79387347,8.905997689,CESAR,TAMALAMEQUE,Plasma (ICP),4,101.4,0.4,3.3,28.1,50.1,,,,,,,,,,,,,8.9,10.4
22723,R: Roca,-73.793828,8.906006696,CESAR,TAMALAMEQUE,Plasma (ICP),3,144.3,0.5,3.3,24.1,42.6,,,,,,,,,,,,,8.9,8
22725,R: Roca,-73.793828,8.906006696,CESAR,TAMALAMEQUE,Plasma (ICP),4,61.4,0.4,5,33.1,62.7,,,,,,,,,,,,,9.4,12.7
22727,R: Roca,-73.79377344,8.906024737,CESAR,TAMALAMEQUE,Plasma (ICP),4,47.2,0.6,4.9,20.5,37.1,,,,,,,,,,,,,9,8.4
22729,R: Roca,-73.79376434,8.906033771,CESAR,TAMALAMEQUE,Plasma (ICP),4,46.7,0.6,4.4,24.3,44.9,,,,,,,,,,,,,9.1,10.3
22732,R: Roca,-73.79374615,8.906042799,CESAR,TAMALAMEQUE,Plasma (ICP),3,33.3,0.6,8.7,26.4,49.3,,,,,,,,,,,,,9.4,9.7
22734,R: Roca,-73.79370977,8.906051813,CESAR,TAMALAMEQUE,Plasma (ICP),4,22.7,0.3,3.9,33.9,63.3,,,,,,,,,,,,,9.1,11.2
22736,R: Roca,-73.79369158,8.90606084,CESAR,TAMALAMEQUE,Plasma (ICP),4,21.6,0.3,5.8,30.8,57.8,,,,,,,,,,,,,8.8,9.6
22738,R: Roca,-73.79368248,8.906069875,CESAR,TAMALAMEQUE,Plasma (ICP),2,43.3,0.3,6.8,35.2,63.5,,,,,,,,,,,,,17.4,13.9
22740,R: Roca,-73.79368248,8.906069875,CESAR,TAMALAMEQUE,Plasma (ICP),2,57.6,0.2,6.7,32.7,55.1,,,,,,,,,,,,,18.3,12.4
22742,R: Roca,-73.79369158,8.90606084,CESAR,TAMALAMEQUE,Plasma (ICP),3,137.9,0.4,11.2,33.8,63.8,,,,,,,,,,,,,22.1,11.5
22744,R: Roca,-73.79239199,8.905345575,CESAR,TAMALAMEQUE,Plasma (ICP),5,205.6,10.4,4.3,32,61.6,,,,,,,,,,,,,7.4,20.4
22746,R: Roca,-73.79324659,8.905400477,CESAR,TAMALAMEQUE,Plasma (ICP),5,573.5,33.2,7.3,31.4,62.3,,,,,,,,,,,,,14.8,58
22748,R: Roca,-73.79323747,8.905436636,CESAR,TAMALAMEQUE,Plasma (ICP),8,71.5,14.3,14.3,26.7,55.6,,,,,,,,,,,,,13.6,34.8
22750,R: Roca,-73.79324654,8.905454726,CESAR,TAMALAMEQUE,Plasma (ICP),12,38.8,8.9,17.8,28.3,57,,,,,,,,,,,,,13.3,31.7
22753,R: Roca,-73.7932465,8.905508974,CESAR,TAMALAMEQUE,Plasma (ICP),3,599.9,2.5,6.5,19.1,39.7,,,,,,,,,,,,,12.2,14.8
22755,R: Roca,-73.79328286,8.905527085,CESAR,TAMALAMEQUE,Plasma (ICP),16,882.6,5,17.3,24.9,50.3,,,,,,,,,,,,,11.8,34.5
22757,R: Roca,-73.79322851,8.905264842,CESAR,TAMALAMEQUE,Plasma (ICP),4,433.2,62.9,7,37.3,75.2,,,,,,,,,,,,,12.8,34.4
22759,R: Roca,-73.79330097,8.905617513,CESAR,TAMALAMEQUE,Plasma (ICP),3,80.5,4.3,15.3,14.3,29.7,,,,,,,,,,,,,13.9,20.6
22761,R: Roca,-73.79330097,8.905617513,CESAR,TAMALAMEQUE,Plasma (ICP),5,296.3,4.2,7.9,21.7,43.6,,,,,,,,,,,,,9.8,14.7
22763,R: Roca,-73.79279146,8.906078235,CESAR,TAMALAMEQUE,Plasma (ICP),2,53.5,0.3,5.4,33.7,61.6,,,,,,,,,,,,,19.2,17.9
22765,R: Roca,-73.79363699,8.906106005,CESAR,TAMALAMEQUE,Plasma (ICP),4,66.2,0.4,4.9,36.3,65,,,,,,,,,,,,,20.1,18.7
22767,R: Roca,-73.79363699,8.906106005,CESAR,TAMALAMEQUE,Plasma (ICP),2,26.7,0.3,6.4,24.4,44.6,,,,,,,,,,,,,15.7,11.2
22769,R: Roca,-73.7936279,8.90611504,CESAR,TAMALAMEQUE,Plasma (ICP),2,17.2,0.3,7.7,31.7,57.4,,,,,,,,,,,,,15.2,14.4
22771,R: Roca,-73.7936097,8.906124067,CESAR,TAMALAMEQUE,Plasma (ICP),3,47.1,0.8,9.3,39.2,68.8,,,,,,,,,,,,,26.7,12.3
22774,R: Roca,-73.7936097,8.906124067,CESAR,TAMALAMEQUE,Plasma (ICP),2,14.6,0.3,8.5,34.4,62.7,,,,,,,,,,,,,17.2,13.5
22776,R: Roca,-73.79368248,8.906069875,CESAR,TAMALAMEQUE,Plasma (ICP),2,36,0.3,8,34.8,59.2,,,,,,,,,,,,,18.5,11.5
22778,R: Roca,-73.79368248,8.906069875,CESAR,TAMALAMEQUE,Plasma (ICP),2,31.6,0.3,7.8,31.2,53.7,,,,,,,,,,,,,17.2,11.4
22780,R: Roca,-73.79366429,8.906078902,CESAR,TAMALAMEQUE,Plasma (ICP),3,31.6,0.3,5.6,34.6,59.1,,,,,,,,,,,,,17.3,11.4
22782,R: Roca,-73.79279146,8.906078235,CESAR,TAMALAMEQUE,Plasma (ICP),1,32.9,0.3,7.3,29.6,50.8,,,,,,,,,,,,,20.9,10
22784,R: Roca,-73.79368248,8.906069875,CESAR,TAMALAMEQUE,Plasma (ICP),4,35.7,0.4,6.4,37.6,68.9,,,,,,,,,,,,,10.4,11.3
22786,R: Roca,-73.79324668,8.905273898,CESAR,TAMALAMEQUE,Plasma (ICP),3,523.1,13.2,5.1,32.4,65.5,,,,,,,,,,,,,15.8,21.1
22788,R: Roca,-73.79324668,8.905273898,CESAR,TAMALAMEQUE,Plasma (ICP),2,312.1,1.3,2.9,22.6,38.7,,,,,,,,,,,,,12.5,19.3
22790,R: Roca,-73.79324663,8.905337188,CESAR,TAMALAMEQUE,Plasma (ICP),4,404.9,33.8,5.3,21.9,40.8,,,,,,,,,,,,,12.1,35.5
22792,R: Roca,-73.7932557,8.90537336,CESAR,TAMALAMEQUE,Plasma (ICP),5,673.5,100.1,7.1,37.2,76.6,,,,,,,,,,,,,12.7,26.7
22794,R: Roca,-73.79324657,8.90541856,CESAR,TAMALAMEQUE,Plasma (ICP),5,411,56.9,12.4,29.5,59.9,,,,,,,,,,,,,11.8,58.8
22796,R: Roca,-73.79323747,8.905436636,CESAR,TAMALAMEQUE,Plasma (ICP),4,225.2,16.5,7.6,38.4,76.2,,,,,,,,,,,,,13.5,38.3
22798,R: Roca,-73.79368248,8.906069875,CESAR,TAMALAMEQUE,Plasma (ICP),3,14.3,0.6,3.7,50.2,97.3,,,,,,,,,,,,,9.2,25.4
22800,R: Roca,-73.79368248,8.906069875,CESAR,TAMALAMEQUE,Plasma (ICP),3,18.1,0.4,2.6,42.3,79.8,,,,,,,,,,,,,8.8,17.7
22802,R: Roca,-73.79368248,8.906069875,CESAR,TAMALAMEQUE,Plasma (ICP),3,18.6,0.3,3.8,44.2,86.2,,,,,,,,,,,,,8.9,20.9
22804,R: Roca,-73.79377344,8.906024737,CESAR,TAMALAMEQUE,Plasma (ICP),4,14.9,0.7,2.9,39.8,75.4,,,,,,,,,,,,,11.4,17
22806,R: Roca,-73.79376434,8.906033771,CESAR,TAMALAMEQUE,Plasma (ICP),4,38.5,0.5,2.7,37.9,76,,,,,,,,,,,,,10.1,16.3
22808,R: Roca,-73.79370977,8.906051813,CESAR,TAMALAMEQUE,Plasma (ICP),5,31.5,0.3,2.4,29,55.3,,,,,,,,,,,,,10.6,13.4
22810,R: Roca,-73.79323747,8.905436636,CESAR,TAMALAMEQUE,Plasma (ICP),7,25,6.8,11.2,23,49.6,,,,,,,,,,,,,14.2,35.9
22812,R: Roca,-73.79326468,8.90551803,CESAR,TAMALAMEQUE,Plasma (ICP),8,1976.8,6.3,11.8,11,25.8,,,,,,,,,,,,,11.1,12
22814,R: Roca,-73.79326468,8.90551803,CESAR,TAMALAMEQUE,Plasma (ICP),12,67.4,3.8,12.5,24,51.1,,,,,,,,,,,,,13,33.3
22816,R: Roca,-73.79327378,8.905499954,CESAR,TAMALAMEQUE,Plasma (ICP),6,1786.3,4.3,15.6,15.7,35.9,,,,,,,,,,,,,9.7,17.8
22818,R: Roca,-73.79326468,8.90551803,CESAR,TAMALAMEQUE,Plasma (ICP),7,1359.2,5.2,12.7,21.8,51.1,,,,,,,,,,,,,12.8,25
22820,R: Roca,-73.79326468,8.90551803,CESAR,TAMALAMEQUE,Plasma (ICP),8,1092.8,5.5,13.5,27.1,63.2,,,,,,,,,,,,,12.7,22
22822,R: Roca,-73.79328286,8.905527085,CESAR,TAMALAMEQUE,Plasma (ICP),7,367.8,4,7.7,20.4,44.3,,,,,,,,,,,,,12,18.3
22824,R: Roca,-73.79329194,8.905536133,CESAR,TAMALAMEQUE,Plasma (ICP),21,18.6,5,17.4,21.8,45.4,,,,,,,,,,,,,12.3,23.2
22826,R: Roca,-73.79329193,8.905554216,CESAR,TAMALAMEQUE,Plasma (ICP),20,34.8,5,19.2,26.7,53.5,,,,,,,,,,,,,11.6,28.8
22828,R: Roca,-73.79330101,8.905563264,CESAR,TAMALAMEQUE,Plasma (ICP),13,40.5,5.8,24.8,20.1,41.8,,,,,,,,,,,,,15.4,26.4
22830,R: Roca,-73.79329191,8.90558134,CESAR,TAMALAMEQUE,Plasma (ICP),14,80.3,5.6,24.1,25.8,55,,,,,,,,,,,,,16.3,41.6
22832,R: Roca,-73.79330096,8.905635596,CESAR,TAMALAMEQUE,Plasma (ICP),14,496.8,4.6,5,21,41.6,,,,,,,,,,,,,6.4,11.8
22834,R: Roca,-73.79331004,8.905644644,CESAR,TAMALAMEQUE,Plasma (ICP),7,35.5,6.4,4.1,21.5,42.5,,,,,,,,,,,,,7.5,11.1
22836,R: Roca,-73.79331913,8.905653692,CESAR,TAMALAMEQUE,Plasma (ICP),8,396.2,3.4,4.5,20.5,41.4,,,,,,,,,,,,,7.4,7.7
22838,R: Roca,-73.7933282,8.905671782,CESAR,TAMALAMEQUE,Plasma (ICP),8,534.8,4,3.2,20.4,40.8,,,,,,,,,,,,,6.7,10
22840,R: Roca,-73.71495745,9.023430125,CESAR,TAMALAMEQUE,Plasma (ICP),49,241.2,6,10,2.6,4.63,,,,,,,,,,,,,1.4,0.9
22842,R: Roca,-73.71495745,9.023430125,CESAR,TAMALAMEQUE,Plasma (ICP),15,40.4,18.6,24.2,31.9,74.7,,,,,,,,,,,,,13.4,24.4
22844,R: Roca,-73.71427777,9.020997348,CESAR,TAMALAMEQUE,Plasma (ICP),8,42.5,4.6,10.3,27.7,38.5,,,,,,,,,,,,,8.7,13
22846,R: Roca,-73.71427777,9.020997348,CESAR,TAMALAMEQUE,Plasma (ICP),9,43.7,9.8,25.1,30.7,35.7,,,,,,,,,,,,,12.6,17.9
22848,R: Roca,-73.7142233,9.02089784,CESAR,TAMALAMEQUE,Plasma (ICP),15,41.5,13.3,13.1,28.7,60.6,,,,,,,,,,,,,15.1,23.8
22850,R: Roca,-73.70427527,9.028193225,CESAR,TAMALAMEQUE,Plasma (ICP),22,34,59.2,42.3,10.6,21.9,,,,,,,,,,,,,4.4,9.6
22852,R: Roca,-73.70427527,9.028193225,CESAR,TAMALAMEQUE,Plasma (ICP),11,538.3,12.7,33.9,14.2,30.5,,,,,,,,,,,,,7.7,8
22854,R: Roca,-73.70376447,9.003103151,CESAR,TAMALAMEQUE,Plasma (ICP),12,69.4,17.6,17.6,36.6,75,,,,,,,,,,,,,20.1,35.7
22856,R: Roca,-73.70440657,9.00660278,CESAR,TAMALAMEQUE,Plasma (ICP),10,25,8.1,16.5,49.7,72.6,,,,,,,,,,,,,20,21.9
22858,R: Roca,-73.70440657,9.00660278,CESAR,TAMALAMEQUE,Plasma (ICP),10,26,8.2,13.5,39.8,60.4,,,,,,,,,,,,,20.7,22.2
22860,R: Roca,-73.70440657,9.00660278,CESAR,TAMALAMEQUE,Plasma (ICP),13,38.7,12.7,12.8,36,65.7,,,,,,,,,,,,,23.1,35.6
22862,R: Roca,-73.70441566,9.006611831,CESAR,TAMALAMEQUE,Plasma (ICP),13,56.2,13.3,13.7,46.7,57.3,,,,,,,,,,,,,20.8,47.5
22864,R: Roca,-73.70478841,9.006720704,CESAR,TAMALAMEQUE,Plasma (ICP),42,38.3,25.4,26.5,43.6,49.4,,,,,,,,,,,,,14.4,22
22866,R: Roca,-73.70454841,9.010183273,CESAR,TAMALAMEQUE,Plasma (ICP),45,45.2,2.2,12.2,10.5,13.9,,,,,,,,,,,,,4,8.2
22868,R: Roca,-73.69484148,9.030443833,CESAR,TAMALAMEQUE,Plasma (ICP),52,818.6,3.4,4.3,13.6,30.6,,,,,,,,,,,,,2,12.4
22870,R: Roca,-73.69484148,9.030443833,CESAR,TAMALAMEQUE,Plasma (ICP),11,272.4,1.3,16.9,20.9,42.3,,,,,,,,,,,,,7.2,5.5
22872,R: Roca,-73.69488699,9.030416757,CESAR,TAMALAMEQUE,Plasma (ICP),4,154.8,1.8,5.9,11.8,21.2,,,,,,,,,,,,,4.8,3.1
22874,R: Roca,-73.69501435,9.030380725,CESAR,TAMALAMEQUE,Plasma (ICP),9,278.2,13.4,11.8,22.4,44,,,,,,,,,,,,,8.4,5.7
22876,R: Roca,-73.69360379,9.031183925,CESAR,TAMALAMEQUE,Plasma (ICP),11,138,1.9,20.6,5.9,11,,,,,,,,,,,,,1.9,1.8
22878,R: Roca,-73.69360379,9.031183925,CESAR,TAMALAMEQUE,Plasma (ICP),7,770.3,2.1,9.3,14.5,26.6,,,,,,,,,,,,,6.6,3.4
22880,R: Roca,-73.7944453,8.907245839,CESAR,TAMALAMEQUE,Plasma (ICP),6,128.5,2.2,12.6,48.6,79.6,,,,,,,,,,,,,21.7,14.4
22882,R: Roca,-73.72095457,9.038227543,CESAR,TAMALAMEQUE,Plasma (ICP),28,137.7,1.5,15.2,8.7,17.9,,,,,,,,,,,,,1.6,6.4
22884,R: Roca,-73.72095457,9.038227543,CESAR,TAMALAMEQUE,Plasma (ICP),15,36.9,1.4,8.8,9.4,18,,,,,,,,,,,,,5.8,4.5
22886,R: Roca,-73.72095457,9.038227543,CESAR,TAMALAMEQUE,Plasma (ICP),56,16.8,5,16.5,5.3,11,,,,,,,,,,,,,2.8,3.3
22888,R: Roca,-73.71794408,9.047383423,CESAR,CHIMICHAGUA,Plasma (ICP),6,74.1,13.8,10.7,57.1,105.6,,,,,,,,,,,,,9.1,32.7
22890,R: Roca,-73.70236269,9.01313755,CESAR,TAMALAMEQUE,Plasma (ICP),2,10.1,1.5,10.6,23.8,53.3,,,,,,,,,,,,,1.2,5.8
22892,R: Roca,-73.70184505,9.01241372,CESAR,TAMALAMEQUE,Plasma (ICP),17,27.7,4.2,11.5,9.2,12.2,,,,,,,,,,,,,3.6,2.6
22894,R: Roca,-73.68141786,9.046622472,CESAR,CHIMICHAGUA,Plasma (ICP),6,10.2,1.5,9.8,10.7,16.7,,,,,,,,,,,,,0.9,6.6
22896,R: Roca,-73.68487384,9.046852221,CESAR,CHIMICHAGUA,Plasma (ICP),12,11.2,5.7,7.9,14.4,34.1,,,,,,,,,,,,,7.2,17.1
22898,R: Roca,-73.70488699,9.07009107,CESAR,CHIMICHAGUA,Plasma (ICP),9,148.6,10.2,4.3,23.3,45.5,,,,,,,,,,,,,12,22.3
22900,R: Roca,-73.70488699,9.07009107,CESAR,CHIMICHAGUA,Plasma (ICP),29,433.8,22.5,7.1,35.4,99.3,,,,,,,,,,,,,7.8,12.9
22902,R: Roca,-73.70488699,9.07009107,CESAR,CHIMICHAGUA,Plasma (ICP),24,409.1,23.8,7.4,40.3,115.5,,,,,,,,,,,,,8.4,12.4
22904,R: Roca,-73.70133452,9.074933542,CESAR,CHIMICHAGUA,Plasma (ICP),3,94.7,0.8,6,21.3,35.2,,,,,,,,,,,,,1,4.2
22906,R: Roca,-73.79441802,8.90725486,CESAR,TAMALAMEQUE,Plasma (ICP),7,255.7,3.2,18.1,55.5,107.1,,,,,,,,,,,,,23.1,21.6
22908,R: Roca,-73.79441802,8.90725486,CESAR,TAMALAMEQUE,Plasma (ICP),7,265.3,12.6,17.8,41.1,79.4,,,,,,,,,,,,,19.1,15.4
22910,R: Roca,-73.79438164,8.907263873,CESAR,TAMALAMEQUE,Plasma (ICP),6,280.9,14.1,18,22.3,53,,,,,,,,,,,,,22.8,15.9
22912,R: Roca,-73.79438164,8.907263873,CESAR,TAMALAMEQUE,Plasma (ICP),6,275.1,31.1,20.4,19,66.9,,,,,,,,,,,,,24.8,17.9
22915,R: Roca,-73.79435436,8.907272894,CESAR,TAMALAMEQUE,Plasma (ICP),6,195.3,6,22.3,26.5,61.6,,,,,,,,,,,,,23.3,20
22917,R: Roca,-73.79435436,8.907272894,CESAR,TAMALAMEQUE,Plasma (ICP),10,221.1,16.5,33.7,28.4,84.7,,,,,,,,,,,,,22.1,23.8
22919,R: Roca,-73.7942998,8.907281894,CESAR,TAMALAMEQUE,Plasma (ICP),12,233,22.7,38.2,34.8,79.7,,,,,,,,,,,,,21.7,28.8
