OBJECTID,tipo_muestra,longitude,latitude,Departamento,Municipio,tecnica_medicion,Li_ppm2,Cu_ppm2,Co_ppm2,Ni_ppm2,La_ppm2,Ce_ppm2,Pr_ppm2,Nd_ppm2,Sm_ppm2,Eu_ppm2,Gd_ppm2,Tb_ppm2,Dy_ppm2,Ho_ppm2,Er_ppm2,Tm_ppm2,Yb_ppm2,Lu_ppm2,Sc_ppm2,Y_ppm2
76749,S: Sedimento,-74.17249938,5.502662109,BOYACA,QUÍPAMA,Plasma (ICP),,20,12,36,,,,,,,,,,,,,,,,
76751,S: Sedimento,-74.14983942,5.506372858,BOYACA,QUÍPAMA,Plasma (ICP),,8,10,40,,,,,,,,,,,,,,,,
76753,S: Sedimento,-74.13666375,5.507549883,BOYACA,QUÍPAMA,Plasma (ICP),,12,10,38,,,,,,,,,,,,,,,,
76755,S: Sedimento,-74.13272884,5.505289547,BOYACA,MUZO,Plasma (ICP),,12,18,38,,,,,,,,,,,,,,,,
76757,S: Sedimento,-74.12838834,5.508635789,BOYACA,MUZO,Plasma (ICP),,26,14,48,,,,,,,,,,,,,,,,
76759,S: Sedimento,-74.13039254,5.517045468,BOYACA,MUZO,Plasma (ICP),,34,14,70,,,,,,,,,,,,,,,,
76761,SU: Suelo,-74.84047559,5.689613997,CALDAS,NORCASIA,ICP,,,11,,14.2,59,,13,2.6,0.8,,-0.5,,,,,2.7,0.4,13.2,
76762,SU: Suelo,-74.84047559,5.689613997,CALDAS,NORCASIA,Plasma (ICP),,6,,44,,,,,,,,,,,,,,,,8
76765,S: Sedimento,-74.07070329,5.518160052,BOYACA,MUZO,Plasma (ICP),,21,156,123,,,,,,,,,,,,,,,,
76767,S: Sedimento,-74.07771548,5.509542248,BOYACA,MUZO,Plasma (ICP),,9,138,96,,,,,,,,,,,,,,,,
76769,S: Sedimento,-74.11239849,5.536941067,BOYACA,MUZO,Plasma (ICP),,45,111,117,,,,,,,,,,,,,,,,
76771,S: Sedimento,-74.44769997,5.491432273,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,24,16,70,,,,,,,,,,,,,,,,
76773,S: Sedimento,-74.42930373,5.498134981,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,24,8,54,,,,,,,,,,,,,,,,
76775,S: Sedimento,-74.44026941,5.485287805,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,30,10,72,,,,,,,,,,,,,,,,
76777,S: Sedimento,-74.37953684,5.483874716,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,26,8,78,,,,,,,,,,,,,,,,
76779,S: Sedimento,-74.36822742,5.497806151,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,34,14,120,,,,,,,,,,,,,,,,
76781,S: Sedimento,-74.35690089,5.495550872,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,42,20,98,,,,,,,,,,,,,,,,
76783,S: Sedimento,-74.47788608,5.465098699,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,28,20,66,,,,,,,,,,,,,,,,
76786,S: Sedimento,-74.46666334,5.48328183,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,26,20,82,,,,,,,,,,,,,,,,
76788,S: Sedimento,-74.42917354,5.476161306,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,26,10,68,,,,,,,,,,,,,,,,
76790,S: Sedimento,-74.44404249,5.472173613,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,26,10,74,,,,,,,,,,,,,,,,
76792,S: Sedimento,-74.38435079,5.474286964,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,28,8,78,,,,,,,,,,,,,,,,
76794,S: Sedimento,-74.40067891,5.46469309,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,24,12,98,,,,,,,,,,,,,,,,
76796,S: Sedimento,-74.3647866,5.47357324,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,18,16,90,,,,,,,,,,,,,,,,
76798,S: Sedimento,-74.35519861,5.463630717,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,32,12,46,,,,,,,,,,,,,,,,
76800,S: Sedimento,-74.36553078,5.463535423,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,32,16,86,,,,,,,,,,,,,,,,
76802,S: Sedimento,-74.46800802,5.455610408,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,28,20,60,,,,,,,,,,,,,,,,
76804,S: Sedimento,-74.45986537,5.464477461,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,28,22,90,,,,,,,,,,,,,,,,
76807,S: Sedimento,-74.44297957,5.445498323,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,26,12,66,,,,,,,,,,,,,,,,
76809,S: Sedimento,-74.43949427,5.456803798,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,26,10,60,,,,,,,,,,,,,,,,
76811,S: Sedimento,-74.39951967,5.456826537,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,24,8,58,,,,,,,,,,,,,,,,
76813,S: Sedimento,-74.41176003,5.448319697,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,24,12,98,,,,,,,,,,,,,,,,
76815,S: Sedimento,-74.39798517,5.455923084,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,38,16,154,,,,,,,,,,,,,,,,
76817,S: Sedimento,-74.37887922,5.450055175,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,36,16,124,,,,,,,,,,,,,,,,
76819,S: Sedimento,-74.38373984,5.44399408,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,18,12,68,,,,,,,,,,,,,,,,
76821,S: Sedimento,-74.4635906,5.447926989,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,24,18,80,,,,,,,,,,,,,,,,
76823,S: Sedimento,-74.46420946,5.442048854,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,26,16,78,,,,,,,,,,,,,,,,
76825,S: Sedimento,-74.46595587,5.435627433,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,32,22,52,,,,,,,,,,,,,,,,
76828,S: Sedimento,-74.46367564,5.439788528,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,26,18,76,,,,,,,,,,,,,,,,
76830,S: Sedimento,-74.39409474,5.436302398,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,26,12,94,,,,,,,,,,,,,,,,
76832,S: Sedimento,-74.37442342,5.435408121,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,42,22,122,,,,,,,,,,,,,,,,
76834,S: Sedimento,-74.47546005,5.412200732,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,46,20,84,,,,,,,,,,,,,,,,
76836,S: Sedimento,-74.46530171,5.414467987,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,10,14,24,,,,,,,,,,,,,,,,
76838,S: Sedimento,-74.43189245,5.419190661,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,22,6,62,,,,,,,,,,,,,,,,
76840,S: Sedimento,-74.42889617,5.418107282,CUNDINAMARCA,LA PALMA,Plasma (ICP),,22,12,80,,,,,,,,,,,,,,,,
76842,S: Sedimento,-74.39419835,5.427350027,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,42,12,124,,,,,,,,,,,,,,,,
76844,S: Sedimento,-74.38689876,5.427715517,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,38,22,240,,,,,,,,,,,,,,,,
76846,S: Sedimento,-74.3274377,5.498005482,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,66,20,142,,,,,,,,,,,,,,,,
76849,S: Sedimento,-74.32043422,5.496471101,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,72,22,112,,,,,,,,,,,,,,,,
76851,S: Sedimento,-74.30032402,5.485537164,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,50,18,78,,,,,,,,,,,,,,,,
76853,S: Sedimento,-74.28463223,5.48897907,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,48,20,78,,,,,,,,,,,,,,,,
76855,S: Sedimento,-74.23881923,5.499844581,BOYACA,LA VICTORIA,Plasma (ICP),,36,12,52,,,,,,,,,,,,,,,,
76857,S: Sedimento,-74.34483833,5.481720962,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,82,20,140,,,,,,,,,,,,,,,,
76859,S: Sedimento,-74.33402747,5.481635265,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,68,24,128,,,,,,,,,,,,,,,,
76861,S: Sedimento,-74.33052679,5.483174027,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,86,18,130,,,,,,,,,,,,,,,,
76863,S: Sedimento,-74.31270347,5.481282312,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,44,20,58,,,,,,,,,,,,,,,,
76865,S: Sedimento,-74.29765149,5.481740177,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,30,22,48,,,,,,,,,,,,,,,,
76867,S: Sedimento,-74.2751132,5.466103972,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,60,18,104,,,,,,,,,,,,,,,,
76870,S: Sedimento,-74.2658926,5.471803915,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,66,22,108,,,,,,,,,,,,,,,,
76872,S: Sedimento,-74.23169947,5.466568837,BOYACA,YACOPÍ,Plasma (ICP),,38,20,34,,,,,,,,,,,,,,,,
76874,S: Sedimento,-74.2316272,5.46623427,BOYACA,YACOPÍ,Plasma (ICP),,40,20,34,,,,,,,,,,,,,,,,
76876,S: Sedimento,-74.21516874,5.471094278,BOYACA,YACOPÍ,Plasma (ICP),,40,18,30,,,,,,,,,,,,,,,,
76878,S: Sedimento,-74.28585774,5.457780951,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,46,20,40,,,,,,,,,,,,,,,,
76880,S: Sedimento,-74.28170441,5.45063855,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,80,20,96,,,,,,,,,,,,,,,,
76882,S: Sedimento,-74.34055358,5.423396925,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,50,22,80,,,,,,,,,,,,,,,,
76884,S: Sedimento,-74.33741383,5.424121706,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,46,24,110,,,,,,,,,,,,,,,,
76886,S: Sedimento,-74.34049532,5.434700435,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,38,8,38,,,,,,,,,,,,,,,,
76888,S: Sedimento,-74.33031671,5.434071788,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,48,22,90,,,,,,,,,,,,,,,,
76891,S: Sedimento,-74.32733841,5.432626181,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,60,18,108,,,,,,,,,,,,,,,,
76893,S: Sedimento,-74.32403274,5.447096013,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,64,28,64,,,,,,,,,,,,,,,,
76895,S: Sedimento,-74.30593642,5.43625178,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,58,22,72,,,,,,,,,,,,,,,,
76897,S: Sedimento,-74.29569226,5.429021317,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,66,24,132,,,,,,,,,,,,,,,,
76899,S: Sedimento,-74.28918486,5.424411793,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,78,22,78,,,,,,,,,,,,,,,,
76901,S: Sedimento,-74.269184,5.435993287,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,42,36,174,,,,,,,,,,,,,,,,
76903,S: Sedimento,-74.26627434,5.451728726,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,42,16,46,,,,,,,,,,,,,,,,
76905,S: Sedimento,-74.26673882,5.436536629,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,44,18,60,,,,,,,,,,,,,,,,
76907,S: Sedimento,-74.24886728,5.450196653,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,54,16,42,,,,,,,,,,,,,,,,
76909,S: Sedimento,-74.24809848,5.443866885,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,38,18,42,,,,,,,,,,,,,,,,
76912,S: Sedimento,-74.30871433,5.409122289,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,62,26,130,,,,,,,,,,,,,,,,
76914,S: Sedimento,-74.2770633,5.414197516,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,50,14,48,,,,,,,,,,,,,,,,
76916,S: Sedimento,-74.26520755,5.4161003,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,48,14,46,,,,,,,,,,,,,,,,
76918,S: Sedimento,-74.26316032,5.419446781,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,52,8,32,,,,,,,,,,,,,,,,
76920,S: Sedimento,-74.22208444,5.447400399,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,38,20,30,,,,,,,,,,,,,,,,
76922,S: Sedimento,-74.21506969,5.432390906,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,40,22,30,,,,,,,,,,,,,,,,
76924,S: Sedimento,-74.21485161,5.425699242,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,62,16,88,,,,,,,,,,,,,,,,
76926,S: Sedimento,-74.22249175,5.414846031,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,42,16,84,,,,,,,,,,,,,,,,
76928,S: Sedimento,-74.44904075,5.397025764,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,26,8,66,,,,,,,,,,,,,,,,
76930,S: Sedimento,-74.43760343,5.402910412,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,26,14,80,,,,,,,,,,,,,,,,
76933,S: Sedimento,-74.38496138,5.397151984,CUNDINAMARCA,LA PALMA,Plasma (ICP),,70,16,142,,,,,,,,,,,,,,,,
76935,S: Sedimento,-74.38451106,5.398779908,CUNDINAMARCA,LA PALMA,Plasma (ICP),,42,16,78,,,,,,,,,,,,,,,,
76937,S: Sedimento,-74.37578647,5.399688531,CUNDINAMARCA,LA PALMA,Plasma (ICP),,42,16,80,,,,,,,,,,,,,,,,
76939,S: Sedimento,-74.37569227,5.391550084,CUNDINAMARCA,LA PALMA,Plasma (ICP),,48,8,40,,,,,,,,,,,,,,,,
76941,S: Sedimento,-74.37143356,5.410270695,CUNDINAMARCA,LA PALMA,Plasma (ICP),,50,18,80,,,,,,,,,,,,,,,,
76943,S: Sedimento,-74.36983511,5.407377781,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,46,18,90,,,,,,,,,,,,,,,,
76945,S: Sedimento,-74.46567549,5.377935294,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,12,14,20,,,,,,,,,,,,,,,,
76947,S: Sedimento,-74.45672107,5.385717649,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,22,12,70,,,,,,,,,,,,,,,,
76949,S: Sedimento,-74.44725824,5.388707561,CUNDINAMARCA,LA PALMA,Plasma (ICP),,28,10,72,,,,,,,,,,,,,,,,
76951,S: Sedimento,-74.44598802,5.391963706,CUNDINAMARCA,LA PALMA,Plasma (ICP),,28,12,86,,,,,,,,,,,,,,,,
76954,S: Sedimento,-74.42600557,5.380852924,CUNDINAMARCA,LA PALMA,Plasma (ICP),,28,12,84,,,,,,,,,,,,,,,,
76956,S: Sedimento,-74.4227345,5.451659309,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,36,12,98,,,,,,,,,,,,,,,,
76958,S: Sedimento,-74.39547641,5.38656655,CUNDINAMARCA,LA PALMA,Plasma (ICP),,78,16,136,,,,,,,,,,,,,,,,
76960,S: Sedimento,-74.39483529,5.385572181,CUNDINAMARCA,LA PALMA,Plasma (ICP),,132,18,230,,,,,,,,,,,,,,,,
76962,S: Sedimento,-74.40113692,5.392893494,CUNDINAMARCA,LA PALMA,Plasma (ICP),,64,22,164,,,,,,,,,,,,,,,,
76964,S: Sedimento,-74.36937432,5.387212614,CUNDINAMARCA,LA PALMA,Plasma (ICP),,72,12,88,,,,,,,,,,,,,,,,
76966,S: Sedimento,-74.3537428,5.377634547,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,42,20,56,,,,,,,,,,,,,,,,
76968,S: Sedimento,-74.46473048,5.367355943,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,16,8,50,,,,,,,,,,,,,,,,
76970,S: Sedimento,-74.47104205,5.361112455,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,14,12,54,,,,,,,,,,,,,,,,
76972,S: Sedimento,-74.4281943,5.342691331,CUNDINAMARCA,LA PALMA,Plasma (ICP),,38,10,126,,,,,,,,,,,,,,,,
76976,S: Sedimento,-74.40005689,5.34650472,CUNDINAMARCA,LA PALMA,Plasma (ICP),,92,10,126,,,,,,,,,,,,,,,,
76978,S: Sedimento,-74.40069674,5.345147969,CUNDINAMARCA,LA PALMA,Plasma (ICP),,48,8,56,,,,,,,,,,,,,,,,
76980,S: Sedimento,-74.3950728,5.356363937,CUNDINAMARCA,LA PALMA,Plasma (ICP),,38,8,68,,,,,,,,,,,,,,,,
76982,S: Sedimento,-74.37805927,5.360984341,CUNDINAMARCA,LA PALMA,Plasma (ICP),,42,10,92,,,,,,,,,,,,,,,,
76984,S: Sedimento,-74.35929579,5.367051942,CUNDINAMARCA,LA PALMA,Plasma (ICP),,38,4,28,,,,,,,,,,,,,,,,
76986,S: Sedimento,-74.35417532,5.35638378,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,52,10,92,,,,,,,,,,,,,,,,
76988,S: Sedimento,-74.48099502,5.349712193,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,18,4,56,,,,,,,,,,,,,,,,
76990,S: Sedimento,-74.36594867,5.355112357,CUNDINAMARCA,LA PALMA,Plasma (ICP),,60,10,146,,,,,,,,,,,,,,,,
76992,S: Sedimento,-74.36788869,5.355654008,CUNDINAMARCA,LA PALMA,Plasma (ICP),,40,10,96,,,,,,,,,,,,,,,,
76994,S: Sedimento,-74.36147891,5.327262628,CUNDINAMARCA,LA PALMA,Plasma (ICP),,84,12,256,,,,,,,,,,,,,,,,
76997,S: Sedimento,-74.35417447,5.354484793,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,50,12,96,,,,,,,,,,,,,,,,
76999,S: Sedimento,-74.47221543,5.333712337,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,28,8,96,,,,,,,,,,,,,,,,
77001,S: Sedimento,-74.4674946,5.329826986,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,24,8,82,,,,,,,,,,,,,,,,
77003,S: Sedimento,-74.45508594,5.338334878,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,24,8,76,,,,,,,,,,,,,,,,
77005,S: Sedimento,-74.45120885,5.327214702,CUNDINAMARCA,LA PALMA,Plasma (ICP),,26,8,84,,,,,,,,,,,,,,,,
77007,S: Sedimento,-74.44447057,5.328756019,CUNDINAMARCA,LA PALMA,Plasma (ICP),,36,10,114,,,,,,,,,,,,,,,,
77009,S: Sedimento,-74.44283413,5.338071003,CUNDINAMARCA,LA PALMA,Plasma (ICP),,20,8,76,,,,,,,,,,,,,,,,
77011,S: Sedimento,-74.42138927,5.321987284,CUNDINAMARCA,LA PALMA,Plasma (ICP),,32,10,132,,,,,,,,,,,,,,,,
77013,S: Sedimento,-74.43376125,5.451652883,CUNDINAMARCA,CAPARRAPÍ,Plasma (ICP),,28,10,66,,,,,,,,,,,,,,,,
77015,S: Sedimento,-74.38998631,5.342531112,CUNDINAMARCA,LA PALMA,Plasma (ICP),,50,12,130,,,,,,,,,,,,,,,,
77018,S: Sedimento,-74.35689725,5.330339278,CUNDINAMARCA,EL PEÑÓN,Plasma (ICP),,46,6,56,,,,,,,,,,,,,,,,
77020,S: Sedimento,-74.37534228,5.320926123,CUNDINAMARCA,LA PALMA,Plasma (ICP),,68,8,122,,,,,,,,,,,,,,,,
77022,S: Sedimento,-74.26910896,5.398284687,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,52,14,86,,,,,,,,,,,,,,,,
77024,S: Sedimento,-74.24389068,5.400552829,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,42,8,54,,,,,,,,,,,,,,,,
77026,S: Sedimento,-74.24434479,5.411404125,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,44,12,70,,,,,,,,,,,,,,,,
77028,S: Sedimento,-74.22727071,5.40146144,CUNDINAMARCA,PAIME,Plasma (ICP),,18,12,50,,,,,,,,,,,,,,,,
77030,S: Sedimento,-74.35308387,5.377001849,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,42,8,90,,,,,,,,,,,,,,,,
77032,S: Sedimento,-74.33175398,5.375292978,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,38,4,42,,,,,,,,,,,,,,,,
77034,S: Sedimento,-74.31026191,5.37394513,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,80,10,82,,,,,,,,,,,,,,,,
77036,S: Sedimento,-74.30398117,5.370963359,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,22,2,18,,,,,,,,,,,,,,,,
77039,S: Sedimento,-74.29284211,5.381366648,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,44,10,84,,,,,,,,,,,,,,,,
77041,S: Sedimento,-74.29071685,5.393032649,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,80,14,142,,,,,,,,,,,,,,,,
77043,S: Sedimento,-74.2723599,5.378479829,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,48,8,50,,,,,,,,,,,,,,,,
77045,S: Sedimento,-74.24152006,5.375866473,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,76,10,72,,,,,,,,,,,,,,,,
77047,S: Sedimento,-74.24934528,5.385449746,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,56,20,110,,,,,,,,,,,,,,,,
77049,S: Sedimento,-74.23030355,5.369901092,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,66,20,116,,,,,,,,,,,,,,,,
77051,S: Sedimento,-74.23028742,5.377587533,CUNDINAMARCA,PAIME,Plasma (ICP),,78,18,114,,,,,,,,,,,,,,,,
77053,S: Sedimento,-74.33887504,5.359555485,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,46,16,108,,,,,,,,,,,,,,,,
77055,S: Sedimento,-74.33889845,5.350964805,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,68,8,114,,,,,,,,,,,,,,,,
77057,S: Sedimento,-74.31033123,5.342566487,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,74,14,128,,,,,,,,,,,,,,,,
77060,S: Sedimento,-74.31230633,5.34066674,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,60,10,96,,,,,,,,,,,,,,,,
77062,S: Sedimento,-74.31065544,5.341029082,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,28,2,20,,,,,,,,,,,,,,,,
77064,S: Sedimento,-74.28564531,5.364278181,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,74,8,104,,,,,,,,,,,,,,,,
77066,S: Sedimento,-74.27962999,5.372147473,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,62,12,80,,,,,,,,,,,,,,,,
77068,S: Sedimento,-74.2662284,5.361662054,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,60,12,72,,,,,,,,,,,,,,,,
77070,S: Sedimento,-74.26638792,5.352257436,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,60,12,78,,,,,,,,,,,,,,,,
77072,S: Sedimento,-74.27223443,5.352707749,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,60,12,92,,,,,,,,,,,,,,,,
77074,S: Sedimento,-74.24079739,5.372611236,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,70,12,82,,,,,,,,,,,,,,,,
77076,S: Sedimento,-74.23986807,5.372611484,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,74,14,106,,,,,,,,,,,,,,,,
77078,S: Sedimento,-74.32243933,5.3212207,CUNDINAMARCA,EL PEÑÓN,Plasma (ICP),,58,8,78,,,,,,,,,,,,,,,,
77081,S: Sedimento,-74.30948641,5.327193985,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,54,10,98,,,,,,,,,,,,,,,,
77083,S: Sedimento,-74.30806932,5.325385949,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,56,8,82,,,,,,,,,,,,,,,,
77085,S: Sedimento,-74.26343767,5.322326466,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,60,6,122,,,,,,,,,,,,,,,,
77087,S: Sedimento,-74.24837318,5.328932124,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,46,4,56,,,,,,,,,,,,,,,,
77089,S: Sedimento,-74.22686659,5.335177306,CUNDINAMARCA,VILLAGÓMEZ,Plasma (ICP),,48,10,76,,,,,,,,,,,,,,,,
77091,S: Sedimento,-74.22057999,5.342503534,CUNDINAMARCA,PAIME,Plasma (ICP),,52,4,38,,,,,,,,,,,,,,,,
77093,S: Sedimento,-74.20840489,5.572194639,BOYACA,QUÍPAMA,Plasma (ICP),,48,10,66,,,,,,,,,,,,,,,,
77095,S: Sedimento,-74.28184163,5.321145067,CUNDINAMARCA,TOPAIPÍ,Plasma (ICP),,50,6,44,,,,,,,,,,,,,,,,
77097,S: Sedimento,-74.1962928,5.572830204,BOYACA,QUÍPAMA,Plasma (ICP),,50,8,56,,,,,,,,,,,,,,,,
77103,SU: Suelo,-74.64983654,5.694970681,CUNDINAMARCA,LA DORADA,ICP,,,11,,25.1,44,,27,4.8,1.1,,-0.5,,,,,2.4,0.4,11.9,
77104,SU: Suelo,-74.64983654,5.694970681,CUNDINAMARCA,LA DORADA,Plasma (ICP),,30,,24,,,,,,,,,,,,,,,,21
77116,SU: Suelo,-73.29404291,5.694885118,BOYACA,CÓMBITA,ICP,,,2,,49.2,87,,28,5,1,,,,,,,2.4,0.35,11.6,
77117,SU: Suelo,-73.29404291,5.694885118,BOYACA,CÓMBITA,Plasma (ICP),,22,,33,,,,,,,,,,,,,,,,110000
77129,SU: Suelo,-74.42837816,5.701441708,CUNDINAMARCA,YACOPÍ,Activación neutrónica,,,10,,28,53,,22,4.9,1.4,,0.8,,,,,3.1,0.53,11.2,
77130,SU: Suelo,-74.42837816,5.701441708,CUNDINAMARCA,YACOPÍ,Plasma (ICP),,20,,20,,,,,,,,,,,,,,,,22
77142,SU: Suelo,-74.76750933,5.701270796,ANTIOQUIA,SONSÓN,ICP,,,14,,31.1,61,,23,5.1,1.3,,0.7,,,,,2.6,0.4,15.6,
77143,SU: Suelo,-74.76750933,5.701270796,ANTIOQUIA,SONSÓN,Plasma (ICP),,25,,18,,,,,,,,,,,,,,,,13
77155,SU: Suelo,-74.76750031,5.701279849,ANTIOQUIA,SONSÓN,ICP,,,11,,22.1,50,,25,3.6,0.8,,-0.5,,,,,2.8,0.42,15.8,
77156,SU: Suelo,-74.76750031,5.701279849,ANTIOQUIA,SONSÓN,Plasma (ICP),,21,,28,,,,,,,,,,,,,,,,9
77168,SU: Suelo,-73.10205401,5.704546874,BOYACA,PAIPA,ICP,,,4,,33.7,56,,14,4.3,1.1,,,,,,,4,0.61,6.8,
77169,SU: Suelo,-73.10205401,5.704546874,BOYACA,PAIPA,Plasma (ICP),,12,,8,,,,,,,,,,,,,,,,110000
77192,SU: Suelo,-73.24022978,5.711500704,BOYACA,SOTAQUIRÁ,ICP,,,3,,25.9,54,,19,4.4,1.1,,,,,,,8.1,1.2,7.9,
77193,SU: Suelo,-73.24022978,5.711500704,BOYACA,SOTAQUIRÁ,Plasma (ICP),,11,,4,,,,,,,,,,,,,,,,230000
77204,S: Sedimento,-73.83647266,7.162535551,SANTANDER,BARRANCABERMEJA,ICP,,,39,,29.6,61,,26,4.2,1.3,,-0.5,,,,,2.4,0.38,19.3,
